File Name,Rule Title,Rule ID,Rule Description,Chinese Title,Chinese Description,Level,References,Tags,Logsource,Fields,FalsePositive,Error Translation,Detection,SPL Query
proc_creation_lnx_susp_curl_fileupload.yml,Suspicious Curl File Upload - Linux,00b90cc1-17ec-402c-96ad-3a8117d7a582,Detects a suspicious curl process start the adds a file to a web request,可疑的卷发文件上传-Linux,检测一个可疑的卷曲过程启动将文件添加到Web请求,medium,"['https://twitter.com/d1r4c/status/1279042657508081664', 'https://medium.com/@petehouston/upload-files-with-curl-93064dcccc76', 'https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1105/T1105.md#atomic-test-19---curl-upload-file', 'https://curl.se/docs/manpage.html', 'https://www.trendmicro.com/en_us/research/22/i/how-malicious-actors-abuse-native-linux-tools-in-their-attacks.html']","['attack.exfiltration', 'attack.t1567', 'attack.t1105']","{'category': 'process_creation', 'product': 'linux'}",,['Scripts created by developers and admins'],ORing regular expressions is not yet supported by Splunk backend,"{'selection_img': {'Image|endswith': '/curl'}, 'selection_cli': [{'CommandLine|contains': [' --form', ' --upload-file ', ' --data ', ' --data-']}, {'CommandLine|re': '\\s-[FTd]\\s'}], 'filter_optional_localhost': {'CommandLine|contains': ['://localhost', '://127.0.0.1']}, 'condition': 'all of selection_* and not 1 of filter_optional_*'}",To Do
proc_creation_lnx_esxcli_system_discovery.yml,ESXi System Information Discovery Via ESXCLI,e80273e1-9faf-40bc-bd85-dbaff104c4e9,"Detects execution of the ""esxcli"" command with the ""system"" flag in order to retrieve information about the different component of the system. Such as accounts, modules, NTP, etc.",ESXI系统信息通过ESXCLI发现,检测具有“系统”标志的“ ESXCLI”命令的执行，以检索有关系统不同组件的信息。例如帐户，模块，NTP等。,medium,"https://www.crowdstrike.com/blog/hypervisor-jackpotting-ecrime-actors-increase-targeting-of-esxi-servers/, https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_system.html","attack.discovery, attack.t1033, attack.t1007","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_img': {'Image|endswith': '/esxcli', 'CommandLine|contains': 'system'}, 'selection_cli': {'CommandLine|contains': [' get', ' list']}, 'condition': 'all of selection_*'}","Image=""*/esxcli"" CommandLine=""*system*"" CommandLine IN (""* get*"", ""* list*"")"
proc_creation_lnx_nohup.yml,Nohup Execution,e4ffe466-6ff8-48d4-94bd-e32d1a6061e2,Detects usage of nohup which could be leveraged by an attacker to keep a process running or break out from restricted environments,执行NOHUP,检测攻击者可以利用的NOHUP的用法，以使过程运行或脱离受限环境,medium,"https://gtfobins.github.io/gtfobins/nohup/, https://en.wikipedia.org/wiki/Nohup, https://www.computerhope.com/unix/unohup.htm","attack.execution, attack.t1059.004","product: linux, service: None",,['Administrators or installed processes that leverage nohup'],,"{'selection': {'Image|endswith': '/nohup'}, 'condition': 'selection'}","Image=""*/nohup"""
proc_creation_lnx_mkfifo_named_pipe_creation_susp_location.yml,Potentially Suspicious Named Pipe Created Via Mkfifo,999c3b12-0a8c-40b6-8e13-dd7d62b75c7a,"Detects the creation of a new named pipe using the ""mkfifo"" utility in a potentially suspicious location",通过MKFIFO创建的潜在可疑命名管,在潜在可疑的位置检测使用“ MKFIFO”实用程序的新名称管道的创建,medium,"https://dev.to/0xbf/use-mkfifo-to-create-named-pipe-linux-tips-5bbk, https://www.mandiant.com/resources/blog/barracuda-esg-exploited-globally",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection': {'Image|endswith': '/mkfifo', 'CommandLine|contains': ' /tmp/'}, 'condition': 'selection'}","Image=""*/mkfifo"" CommandLine=""* /tmp/*"""
proc_creation_lnx_susp_find_execution.yml,Potential Discovery Activity Using Find - Linux,8344c0e5-5783-47cc-9cf9-a0f7fd03e6cf,"Detects usage of ""find"" binary in a suspicious manner to perform discovery",使用查找的潜在发现活动-Linux,以可疑的方式检测“查找”二进制的用法进行发现,medium,https://github.com/SaiSathvik1/Linux-Privilege-Escalation-Notes,"attack.discovery, attack.t1083","product: linux, service: None",,['Unknown'],,"{'selection': {'Image|endswith': '/find', 'CommandLine|contains': ['-perm -4000', '-perm -2000', '-perm 0777', '-perm -222', '-perm -o w', '-perm -o x', '-perm -u=s', '-perm -g=s']}, 'condition': 'selection'}","Image=""*/find"" CommandLine IN (""*-perm -4000*"", ""*-perm -2000*"", ""*-perm 0777*"", ""*-perm -222*"", ""*-perm -o w*"", ""*-perm -o x*"", ""*-perm -u=s*"", ""*-perm -g=s*"")"
proc_creation_lnx_ruby_reverse_shell.yml,Potential Ruby Reverse Shell,b8bdac18-c06e-4016-ac30-221553e74f59,"Detects execution of ruby with the ""-e"" flag and calls to ""socket"" related functions. This could be an indication of a potential attempt to setup a reverse shell",潜在红宝石反向外壳,用“ -e”标志检测Ruby的执行，并调用“套接字”相关功能。这可能表明可能试图设置反向外壳,medium,"https://pentestmonkey.net/cheat-sheet/shells/reverse-shell-cheat-sheet, https://www.revshells.com/",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection': {'Image|contains': 'ruby', 'CommandLine|contains|all': [' -e', 'rsocket', 'TCPSocket'], 'CommandLine|contains': [' ash', ' bash', ' bsh', ' csh', ' ksh', ' pdksh', ' sh', ' tcsh']}, 'condition': 'selection'}","Image=""*ruby*"" CommandLine=""* -e*"" CommandLine=""*rsocket*"" CommandLine=""*TCPSocket*"" CommandLine IN (""* ash*"", ""* bash*"", ""* bsh*"", ""* csh*"", ""* ksh*"", ""* pdksh*"", ""* sh*"", ""* tcsh*"")"
proc_creation_lnx_kill_process.yml,Terminate Linux Process Via Kill,64c41342-6b27-523b-5d3f-c265f3efcdb3,"Detects usage of command line tools such as ""kill"", ""pkill"" or ""killall"" to terminate or signal a running process.",通过杀死终止Linux过程,检测命令行工具（例如“ Kill”，“ Pkill”或“ Killall”）的用法以终止或发出运行过程。,low,"https://www.trendmicro.com/en_us/research/23/c/iron-tiger-sysupdate-adds-linux-targeting.html, https://www.cyberciti.biz/faq/how-force-kill-process-linux/","attack.defense_evasion, attack.t1562","product: linux, service: None",,['Likely'],,"{'selection': {'Image|endswith': ['/kill', '/pkill', '/killall']}, 'condition': 'selection'}","Image IN (""*/kill"", ""*/pkill"", ""*/killall"")"
proc_creation_lnx_schedule_task_job_cron.yml,Scheduled Cron Task/Job - Linux,6b14bac8-3e3a-4324-8109-42f0546a347f,Detects abuse of the cron utility to perform task scheduling for initial or recurring execution of malicious code. Detection will focus on crontab jobs uploaded from the tmp folder.,计划的CRON任务/作业-Linux,检测滥用Cron实用程序以执行任务计划，以初始或重复执行恶意代码。检测将集中于从TMP文件夹上传的crontab作业。,medium,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1053.003/T1053.003.md,"attack.execution, attack.persistence, attack.privilege_escalation, attack.t1053.003","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': 'crontab', 'CommandLine|contains': '/tmp/'}, 'condition': 'selection'}","Image=""*crontab"" CommandLine=""*/tmp/*"""
proc_creation_lnx_iptables_flush_ufw.yml,Flush Iptables Ufw Chain,3be619f4-d9ec-4ea8-a173-18fdd01996ab,"Detect use of iptables to flush all firewall rules, tables and chains and allow all network traffic",冲洗iptables UFW链,检测使用iptables来冲洗所有防火墙规则，表格和链条，并允许所有网络流量,medium,"https://blogs.blackberry.com/, https://www.cyberciti.biz/tips/linux-iptables-how-to-flush-all-rules.html, https://twitter.com/Joseliyo_Jstnk/status/1620131033474822144","attack.defense_evasion, attack.t1562.004","product: linux, service: None",,['Network administrators'],,"{'selection_img': {'Image|endswith': ['/iptables', '/xtables-legacy-multi', '/iptables-legacy-multi', '/ip6tables', '/ip6tables-legacy-multi']}, 'selection_params': {'CommandLine|contains': ['-F', '-Z', '-X']}, 'selection_ufw': {'CommandLine|contains': ['ufw-logging-deny', 'ufw-logging-allow', 'ufw6-logging-deny', 'ufw6-logging-allow']}, 'condition': 'all of selection_*'}","Image IN (""*/iptables"", ""*/xtables-legacy-multi"", ""*/iptables-legacy-multi"", ""*/ip6tables"", ""*/ip6tables-legacy-multi"") CommandLine IN (""*-F*"", ""*-Z*"", ""*-X*"") CommandLine IN (""*ufw-logging-deny*"", ""*ufw-logging-allow*"", ""*ufw6-logging-deny*"", ""*ufw6-logging-allow*"")"
proc_creation_lnx_cat_sudoers.yml,Cat Sudoers,0f79c4d2-4e1f-4683-9c36-b5469a665e06,Detects the execution of a cat /etc/sudoers to list all users that have sudo rights,猫Sudoers,检测执行猫 /etc /sudoer以列出所有具有sudo权利的用户,medium,https://github.com/sleventyeleven/linuxprivchecker/,"attack.reconnaissance, attack.t1592.004","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': ['/cat', 'grep', '/head', '/tail', '/more'], 'CommandLine|contains': ' /etc/sudoers'}, 'condition': 'selection'}","Image IN (""*/cat"", ""*grep"", ""*/head"", ""*/tail"", ""*/more"") CommandLine=""* /etc/sudoers*"""
proc_creation_lnx_usermod_susp_group.yml,User Added To Root/Sudoers Group Using Usermod,6a50f16c-3b7b-42d1-b081-0fdd3ba70a73,"Detects usage of the ""usermod"" binary to add users add users to the root or suoders groups",用户使用USERMOD添加到root/sudoers组,检测“ usermod”二进制的用法以将用户添加到根或suoders group,medium,"https://pberba.github.io/security/2021/11/23/linux-threat-hunting-for-persistence-account-creation-manipulation/, https://www.configserverfirewall.com/ubuntu-linux/ubuntu-add-user-to-root-group/","attack.privilege_escalation, attack.persistence","product: linux, service: None",,['Legitimate administrator activities'],,"{'selection': {'Image|endswith': '/usermod', 'CommandLine|contains': ['-aG root', '-aG sudoers']}, 'condition': 'selection'}","Image=""*/usermod"" CommandLine IN (""*-aG root*"", ""*-aG sudoers*"")"
proc_creation_lnx_system_network_discovery.yml,System Network Discovery - Linux,e7bd1cfa-b446-4c88-8afb-403bcd79e3fa,Detects enumeration of local network configuration,系统网络发现-Linux,检测本地网络配置的枚举,informational,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1016/T1016.md,"attack.discovery, attack.t1016","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_img': {'Image|endswith': ['/firewall-cmd', '/ufw', '/iptables', '/netstat', '/ss', '/ip', '/ifconfig', '/systemd-resolve', '/route']}, 'selection_cli': {'CommandLine|contains': '/etc/resolv.conf'}, 'condition': '1 of selection_*'}","Image IN (""*/firewall-cmd"", ""*/ufw"", ""*/iptables"", ""*/netstat"", ""*/ss"", ""*/ip"", ""*/ifconfig"", ""*/systemd-resolve"", ""*/route"") OR CommandLine=""*/etc/resolv.conf*"""
proc_creation_lnx_esxcli_network_discovery.yml,ESXi Network Configuration Discovery Via ESXCLI,33e814e0-1f00-4e43-9c34-31fb7ae2b174,"Detects execution of the ""esxcli"" command with the ""network"" flag in order to retrieve information about the network configuration.",ESXI网络配置通过ESXCLI发现,用“网络”标志检测“ ESXCLI”命令的执行，以检索有关网络配置的信息。,medium,"https://www.crowdstrike.com/blog/hypervisor-jackpotting-ecrime-actors-increase-targeting-of-esxi-servers/, https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_network.html","attack.discovery, attack.t1033, attack.t1007","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_img': {'Image|endswith': '/esxcli', 'CommandLine|contains': 'network'}, 'selection_cli': {'CommandLine|contains': [' get', ' list']}, 'condition': 'all of selection_*'}","Image=""*/esxcli"" CommandLine=""*network*"" CommandLine IN (""* get*"", ""* list*"")"
proc_creation_lnx_mount_hidepid.yml,Mount Execution With Hidepid Parameter,ec52985a-d024-41e3-8ff6-14169039a0b3,"Detects execution of the ""mount"" command with ""hidepid"" parameter to make invisible processes to other users from the system",使用hidepid参数安装执行,检测使用“ hidepid”参数的“ mount”命令的执行,medium,"https://blogs.blackberry.com/, https://www.cyberciti.biz/faq/linux-hide-processes-from-other-users/, https://twitter.com/Joseliyo_Jstnk/status/1620131033474822144","attack.credential_access, attack.t1564","product: linux, service: None",,['Unknown'],,"{'selection': {'Image|endswith': '/mount', 'CommandLine|contains|all': ['hidepid=2', ' -o ']}, 'condition': 'selection'}","Image=""*/mount"" CommandLine=""*hidepid=2*"" CommandLine=""* -o *"""
proc_creation_lnx_touch_susp.yml,Touch Suspicious Service File,31545105-3444-4584-bebf-c466353230d2,"Detects usage of the ""touch"" process in service file.",触摸可疑服务文件,检测服务文件中“触摸”过程的用法。,medium,"https://blogs.blackberry.com/, https://twitter.com/Joseliyo_Jstnk/status/1620131033474822144","attack.defense_evasion, attack.t1070.006","product: linux, service: None",,['Admin changing date of files.'],,"{'selection': {'Image|endswith': '/touch', 'CommandLine|contains': ' -t ', 'CommandLine|endswith': '.service'}, 'condition': 'selection'}","Image=""*/touch"" CommandLine=""* -t *"" CommandLine=""*.service"""
proc_creation_lnx_setgid_setuid.yml,Setuid and Setgid,c21c4eaa-ba2e-419a-92b2-8371703cbe21,Detects suspicious change of file privileges with chown and chmod commands,setuid和setgid,通过Chown和Chmod命令检测可疑的文件特权更改,low,"https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1548.001/T1548.001.md, https://attack.mitre.org/techniques/T1548/001/","attack.persistence, attack.t1548.001","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_root': {'CommandLine|contains': 'chown root'}, 'selection_perm': {'CommandLine|contains': [' chmod u+s', ' chmod g+s']}, 'condition': 'all of selection_*'}","CommandLine=""*chown root*"" CommandLine IN (""* chmod u+s*"", ""* chmod g+s*"")"
proc_creation_lnx_chattr_immutable_removal.yml,Remove Immutable File Attribute,34979410-e4b5-4e5d-8cfb-389fdff05c12,Detects usage of the 'chattr' utility to remove immutable file attribute.,删除不变的文件属性,检测“ chattr”实用程序的用法以删除不变的文件属性。,medium,https://www.trendmicro.com/en_us/research/22/i/how-malicious-actors-abuse-native-linux-tools-in-their-attacks.html,"attack.defense_evasion, attack.t1222.002","product: linux, service: None",,['Administrator interacting with immutable files (e.g. for instance backups).'],,"{'selection': {'Image|endswith': '/chattr', 'CommandLine|contains': ' -i '}, 'condition': 'selection'}","Image=""*/chattr"" CommandLine=""* -i *"""
proc_creation_lnx_esxcli_vm_discovery.yml,ESXi VM List Discovery Via ESXCLI,5f1573a7-363b-4114-9208-ad7a61de46eb,"Detects execution of the ""esxcli"" command with the ""vm"" flag in order to retrieve information about the installed VMs.",ESXI VM列表通过ESXCLI发现,检测使用“ VM”标志的“ ESXCLI”命令的执行，以检索有关已安装的VM的信息。,medium,"https://www.crowdstrike.com/blog/hypervisor-jackpotting-ecrime-actors-increase-targeting-of-esxi-servers/, https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_vm.html, https://www.secuinfra.com/en/techtalk/hide-your-hypervisor-analysis-of-esxiargs-ransomware/, https://www.trendmicro.com/en_us/research/22/e/new-linux-based-ransomware-cheerscrypt-targets-exsi-devices.html","attack.discovery, attack.t1033, attack.t1007","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': '/esxcli', 'CommandLine|contains': 'vm process', 'CommandLine|endswith': ' list'}, 'condition': 'selection'}","Image=""*/esxcli"" CommandLine=""*vm process*"" CommandLine=""* list"""
proc_creation_lnx_dd_file_overwrite.yml,DD File Overwrite,2953194b-e33c-4859-b9e8-05948c167447,Detects potential overwriting and deletion of a file using DD.,DD文件覆盖,检测使用DD对文件的潜在覆盖和删除。,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1485/T1485.md#atomic-test-2---macoslinux---overwrite-file-with-dd,"attack.impact, attack.t1485","product: linux, service: None",,['Any user deleting files that way.'],,"{'selection1': {'Image': ['/bin/dd', '/usr/bin/dd']}, 'selection2': {'CommandLine|contains': 'of='}, 'selection3': {'CommandLine|contains': ['if=/dev/zero', 'if=/dev/null']}, 'condition': 'all of selection*'}","Image IN (""/bin/dd"", ""/usr/bin/dd"") CommandLine=""*of=*"" CommandLine IN (""*if=/dev/zero*"", ""*if=/dev/null*"")"
proc_creation_lnx_susp_history_delete.yml,History File Deletion,1182f3b3-e716-4efa-99ab-d2685d04360f,"Detects events in which a history file gets deleted, e.g. the ~/bash_history to remove traces of malicious activity",历史记录文件删除,检测将历史文件删除的事件，例如〜/bash_history删除恶意活动的痕迹,high,"https://github.com/sleventyeleven/linuxprivchecker/, https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1552.003/T1552.003.md","attack.impact, attack.t1565.001","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': ['/rm', '/unlink', '/shred']}, 'selection_history': [{'CommandLine|contains': ['/.bash_history', '/.zsh_history']}, {'CommandLine|endswith': ['_history', '.history', 'zhistory']}], 'condition': 'all of selection*'}","Image IN (""*/rm"", ""*/unlink"", ""*/shred"") CommandLine IN (""*/.bash_history*"", ""*/.zsh_history*"") OR CommandLine IN (""*_history"", ""*.history"", ""*zhistory"")"
proc_creation_lnx_capa_discovery.yml,Capabilities Discovery - Linux,d8d97d51-122d-4cdd-9e2f-01b4b4933530,"Detects usage of ""getcap"" binary. This is often used during recon activity to determine potential binaries that can be abused as GTFOBins or other.",功能发现-Linux,检测“ getCap”二进制的用法。这通常是在侦察活动中使用的，以确定可以滥用GTFOBINS或其他的潜在二进制文件。,low,"https://github.com/SaiSathvik1/Linux-Privilege-Escalation-Notes, https://github.com/carlospolop/PEASS-ng, https://github.com/diego-treitos/linux-smart-enumeration","attack.discovery, attack.t1083","product: linux, service: None",,['Unknown'],,"{'selection': {'Image|endswith': '/getcap', 'CommandLine|contains|windash': ' -r '}, 'condition': 'selection'}","Image=""*/getcap"" CommandLine=""* -r *"" OR CommandLine=""* /r *"""
proc_creation_lnx_esxcli_vm_kill.yml,ESXi VM Kill Via ESXCLI,2992ac4d-31e9-4325-99f2-b18a73221bb2,"Detects execution of the ""esxcli"" command with the ""vm"" and ""kill"" flag in order to kill/shutdown a specific VM.",ESXI VM通过ESXCLI杀死,检测使用“ VM”和“ Kill”标志的“ ESXCLI”命令的执行，以杀死/关闭特定的VM。,medium,"https://www.crowdstrike.com/blog/hypervisor-jackpotting-ecrime-actors-increase-targeting-of-esxi-servers/, https://developer.vmware.com/docs/11743/esxi-7-0-esxcli-command-reference/namespace/esxcli_vm.html, https://www.secuinfra.com/en/techtalk/hide-your-hypervisor-analysis-of-esxiargs-ransomware/, https://www.trendmicro.com/en_us/research/22/e/new-linux-based-ransomware-cheerscrypt-targets-exsi-devices.html",attack.execution,"product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'Image|endswith': '/esxcli', 'CommandLine|contains|all': ['vm process', 'kill']}, 'condition': 'selection'}","Image=""*/esxcli"" CommandLine=""*vm process*"" CommandLine=""*kill*"""
proc_creation_lnx_susp_container_residence_discovery.yml,Container Residence Discovery Via Proc Virtual FS,746c86fb-ccda-4816-8997-01386263acc4,"Detects potential container discovery via listing of certain kernel features in the ""/proc"" virtual filesystem",通过Proc Virtual FS发现集装箱居住,通过列出“/proc”虚拟文件系统中的某些内核功能来检测潜在的容器发现,low,"https://blog.skyplabs.net/posts/container-detection/, https://stackoverflow.com/questions/20010199/how-to-determine-if-a-process-runs-inside-lxc-docker","attack.discovery, attack.t1082","product: linux, service: None",,"['Legitimate system administrator usage of these commands', 'Some container tools or deployments may use these techniques natively to determine how they proceed with execution, and will need to be filtered']",,"{'selection_tools': {'Image|endswith': ['awk', '/cat', 'grep', '/head', '/less', '/more', '/nl', '/tail']}, 'selection_procfs_kthreadd': {'CommandLine|contains': '/proc/2/'}, 'selection_procfs_target': {'CommandLine|contains': '/proc/', 'CommandLine|endswith': ['/cgroup', '/sched']}, 'condition': 'selection_tools and 1 of selection_procfs_*'}","Image IN (""*awk"", ""*/cat"", ""*grep"", ""*/head"", ""*/less"", ""*/more"", ""*/nl"", ""*/tail"") CommandLine=""*/proc/2/*"" OR (CommandLine=""*/proc/*"" CommandLine IN (""*/cgroup"", ""*/sched""))"
proc_creation_lnx_xterm_reverse_shell.yml,Potential Xterm Reverse Shell,4e25af4b-246d-44ea-8563-e42aacab006b,"Detects usage of ""xterm"" as a potential reverse shell tunnel",潜在的X -Term反向外壳,检测使用“ xterm”作为潜在的反向壳隧道的用法,medium,"https://pentestmonkey.net/cheat-sheet/shells/reverse-shell-cheat-sheet, https://www.revshells.com/","attack.execution, attack.t1059","product: linux, service: None",,['Unknown'],,"{'selection': {'Image|contains': 'xterm', 'CommandLine|contains': '-display', 'CommandLine|endswith': ':1'}, 'condition': 'selection'}","Image=""*xterm*"" CommandLine=""*-display*"" CommandLine=""*:1"""
proc_creation_lnx_susp_recon_indicators.yml,Linux Recon Indicators,0cf7a157-8879-41a2-8f55-388dd23746b7,Detects events with patterns found in commands used for reconnaissance on linux systems,Linux侦察指示器,在Linux系统上使用用于侦察的命令中发现的模式检测事件,high,https://github.com/sleventyeleven/linuxprivchecker/blob/0d701080bbf92efd464e97d71a70f97c6f2cd658/linuxprivchecker.py,"attack.reconnaissance, attack.t1592.004, attack.credential_access, attack.t1552.001","product: linux, service: None",,['Legitimate administration activities'],,"{'selection': {'CommandLine|contains': [' -name .htpasswd', ' -perm -4000 ']}, 'condition': 'selection'}","CommandLine IN (""* -name .htpasswd*"", ""* -perm -4000 *"")"
proc_creation_lnx_remote_system_discovery.yml,Linux Remote System Discovery,11063ec2-de63-4153-935e-b1a8b9e616f1,Detects the enumeration of other remote systems.,Linux远程系统发现,检测其他远程系统的枚举。,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1018/T1018.md,"attack.discovery, attack.t1018","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_1': {'Image|endswith': '/arp', 'CommandLine|contains': '-a'}, 'selection_2': {'Image|endswith': '/ping', 'CommandLine|contains': [' 10.', ' 192.168.', ' 172.16.', ' 172.17.', ' 172.18.', ' 172.19.', ' 172.20.', ' 172.21.', ' 172.22.', ' 172.23.', ' 172.24.', ' 172.25.', ' 172.26.', ' 172.27.', ' 172.28.', ' 172.29.', ' 172.30.', ' 172.31.', ' 127.', ' 169.254.']}, 'condition': '1 of selection*'}","(Image=""*/arp"" CommandLine=""*-a*"") OR (Image=""*/ping"" CommandLine IN (""* 10.*"", ""* 192.168.*"", ""* 172.16.*"", ""* 172.17.*"", ""* 172.18.*"", ""* 172.19.*"", ""* 172.20.*"", ""* 172.21.*"", ""* 172.22.*"", ""* 172.23.*"", ""* 172.24.*"", ""* 172.25.*"", ""* 172.26.*"", ""* 172.27.*"", ""* 172.28.*"", ""* 172.29.*"", ""* 172.30.*"", ""* 172.31.*"", ""* 127.*"", ""* 169.254.*""))"
proc_creation_lnx_local_account.yml,Local System Accounts Discovery - Linux,b45e3d6f-42c6-47d8-a478-df6bd6cf534c,Detects enumeration of local systeam accounts. This information can help adversaries determine which local accounts exist on a system to aid in follow-on behavior.,本地系统帐户发现-Linux,检测本地收费帐户的枚举。这些信息可以帮助对手确定系统上存在哪些本地帐户，以帮助跟随行为。,low,https://github.com/redcanaryco/atomic-red-team/blob/f339e7da7d05f6057fdfcdd3742bfcf365fee2a9/atomics/T1087.001/T1087.001.md,"attack.discovery, attack.t1087.001","product: linux, service: None",,['Legitimate administration activities'],,"{'selection_1': {'Image|endswith': '/lastlog'}, 'selection_2': {'CommandLine|contains': ""'x:0:'""}, 'selection_3': {'Image|endswith': ['/cat', '/head', '/tail', '/more'], 'CommandLine|contains': ['/etc/passwd', '/etc/shadow', '/etc/sudoers']}, 'selection_4': {'Image|endswith': '/id'}, 'selection_5': {'Image|endswith': '/lsof', 'CommandLine|contains': '-u'}, 'condition': '1 of selection*'}","Image=""*/lastlog"" OR CommandLine=""*'x:0:'*"" OR (Image IN (""*/cat"", ""*/head"", ""*/tail"", ""*/more"") CommandLine IN (""*/etc/passwd*"", ""*/etc/shadow*"", ""*/etc/sudoers*"")) OR Image=""*/id"" OR (Image=""*/lsof"" CommandLine=""*-u*"")"
proc_creation_lnx_remove_package.yml,Linux Package Uninstall,95d61234-7f56-465c-6f2d-b562c6fedbc4,"Detects linux package removal using builtin tools such as ""yum"", ""apt"", ""apt-get"" or ""dpkg"".",Linux软件包卸载,使用内置工具（例如“ yum”，“ apt”，“ apt-get”或“ dpkg”）检测Linux软件包删除。,low,"https://sysdig.com/blog/mitre-defense-evasion-falco, https://www.tutorialspoint.com/how-to-install-a-software-on-linux-using-yum-command, https://linuxhint.com/uninstall_yum_package/, https://linuxhint.com/uninstall-debian-packages/","attack.defense_evasion, attack.t1070","product: linux, service: None",,"['Administrator or administrator scripts might delete packages for several reasons (debugging, troubleshooting).']",,"{'selection_yum': {'Image|endswith': '/yum', 'CommandLine|contains': ['erase', 'remove']}, 'selection_apt': {'Image|endswith': ['/apt', '/apt-get'], 'CommandLine|contains': ['remove', 'purge']}, 'selection_dpkg': {'Image|endswith': '/dpkg', 'CommandLine|contains': ['--remove ', ' -r ']}, 'selection_rpm': {'Image|endswith': '/rpm', 'CommandLine|contains': ' -e '}, 'condition': '1 of selection_*'}","(Image=""*/yum"" CommandLine IN (""*erase*"", ""*remove*"")) OR (Image IN (""*/apt"", ""*/apt-get"") CommandLine IN (""*remove*"", ""*purge*"")) OR (Image=""*/dpkg"" CommandLine IN (""*--remove *"", ""* -r *"")) OR (Image=""*/rpm"" CommandLine=""* -e *"")"
proc_creation_lnx_susp_shell_child_process_from_parent_tmp_folder.yml,Shell Execution Of Process Located In Tmp Directory,2fade0b6-7423-4835-9d4f-335b39b83867,Detects execution of shells from a parent process located in a temporary (/tmp) directory,位于TMP目录中的过程的外壳执行,检测来自位于临时（/tmp）目录中的父进程的外壳执行,high,"https://blogs.jpcert.or.jp/en/2023/05/gobrat.html, https://jstnk9.github.io/jstnk9/research/GobRAT-Malware/, https://www.virustotal.com/gui/file/60bcd645450e4c846238cf0e7226dc40c84c96eba99f6b2cffcd0ab4a391c8b3/detection, https://www.virustotal.com/gui/file/3e44c807a25a56f4068b5b8186eee5002eed6f26d665a8b791c472ad154585d1/detection",attack.execution,"product: linux, service: None",,['Unknown'],,"{'selection': {'ParentImage|startswith': '/tmp/', 'Image|endswith': ['/bash', '/csh', '/dash', '/fish', '/ksh', '/sh', '/zsh']}, 'condition': 'selection'}","ParentImage=""/tmp/*"" Image IN (""*/bash"", ""*/csh"", ""*/dash"", ""*/fish"", ""*/ksh"", ""*/sh"", ""*/zsh"")"
proc_creation_lnx_susp_pipe_shell.yml,Linux Shell Pipe to Shell,880973f3-9708-491c-a77b-2a35a1921158,Detects suspicious process command line that starts with a shell that executes something and finally gets piped into another shell,Linux外壳管道到外壳,检测可疑的过程命令行，该命令行是从执行某件事的外壳开始，最后被管道输送到另一个外壳,medium,Internal Research,"attack.defense_evasion, attack.t1140","product: linux, service: None",,['Legitimate software that uses these patterns'],,"{'selection': {'CommandLine|startswith': ['sh -c ', 'bash -c ']}, 'selection_exec': [{'CommandLine|contains': ['| bash ', '| sh ', '|bash ', '|sh ']}, {'CommandLine|endswith': ['| bash', '| sh', '|bash', ' |sh']}], 'condition': 'all of selection*'}","CommandLine IN (""sh -c *"", ""bash -c *"") CommandLine IN (""*| bash *"", ""*| sh *"", ""*|bash *"", ""*|sh *"") OR CommandLine IN (""*| bash"", ""*| sh"", ""*|bash"", ""* |sh"")"
